"CONSUMER_ID","SKU_ID","FIRST_PURCHASE_DATE","LAST_PURCHASE_DATE","PURCHASE_COUNT","IS_REPEAT"
"CONS000937","SKU001","2025-12-18","2025-12-18",1,false
"CONS000938","SKU002","2025-12-13","2025-12-13",1,false
"CONS000939","SKU001","2025-12-01","2025-12-17",2,true
"CONS000940","SKU002","2025-12-06","2025-12-06",1,false
"CONS000941","SKU002","2025-12-09","2025-12-09",1,false
"CONS000942","SKU002","2025-12-18","2025-12-18",1,false
"CONS000943","SKU002","2025-12-18","2025-12-18",1,false
"CONS000944","SKU002","2025-12-16","2025-12-16",1,false
"CONS000945","SKU001","2025-12-21","2026-01-09",2,true
"CONS000946","SKU001","2025-12-15","2025-12-15",1,false
"CONS000947","SKU002","2025-12-06","2025-12-06",1,false
"CONS000948","SKU002","2025-12-02","2025-12-02",1,false
"CONS000949","SKU002","2025-12-13","2025-12-30",2,true
"CONS000950","SKU002","2025-12-04","2025-12-04",1,false
"CONS000951","SKU002","2025-12-08","2025-12-08",1,false
"CONS000952","SKU001","2025-12-09","2025-12-09",1,false
"CONS000953","SKU001","2025-12-21","2025-12-29",2,true
"CONS000954","SKU002","2025-12-06","2025-12-06",1,false
"CONS000955","SKU001","2025-12-02","2025-12-02",1,false
"CONS000956","SKU002","2025-12-18","2025-12-18",1,false
"CONS000957","SKU002","2025-12-07","2025-12-07",1,false
"CONS000958","SKU001","2025-12-13","2025-12-13",1,false
"CONS000959","SKU002","2025-12-08","2025-12-08",1,false
"CONS000960","SKU002","2025-12-20","2025-12-20",1,false
"CONS000961","SKU001","2025-12-19","2025-12-19",1,false
"CONS000962","SKU001","2025-12-05","2025-12-05",1,false
"CONS000963","SKU002","2025-12-21","2025-12-21",1,false
"CONS000964","SKU002","2025-12-17","2025-12-17",1,false
"CONS000965","SKU002","2025-12-04","2025-12-04",1,false
"CONS000966","SKU002","2025-12-09","2025-12-09",1,false
"CONS000967","SKU002","2025-12-10","2025-12-25",2,true
"CONS000968","SKU001","2025-12-21","2025-12-21",1,false
"CONS000969","SKU001","2025-12-07","2025-12-18",2,true
"CONS000970","SKU001","2025-12-20","2025-12-31",4,true
"CONS000971","SKU001","2025-12-02","2025-12-21",3,true
"CONS000972","SKU002","2025-12-11","2025-12-11",1,false
"CONS000973","SKU001","2025-12-13","2025-12-13",1,false
"CONS000974","SKU002","2025-12-15","2025-12-15",1,false
"CONS000975","SKU002","2025-12-02","2025-12-02",1,false
"CONS000976","SKU002","2025-12-18","2025-12-18",1,false
"CONS000977","SKU002","2025-12-01","2025-12-01",1,false
"CONS000978","SKU002","2025-12-20","2025-12-20",1,false
"CONS000979","SKU001","2025-12-21","2025-12-21",1,false
"CONS000980","SKU002","2025-12-05","2025-12-23",2,true
"CONS000981","SKU002","2025-12-16","2025-12-23",2,true
"CONS000982","SKU001","2025-12-17","2026-01-07",4,true
"CONS000983","SKU002","2025-12-04","2025-12-16",2,true
"CONS000984","SKU001","2025-12-03","2025-12-22",3,true
"CONS000985","SKU001","2025-12-02","2025-12-02",1,false
"CONS000986","SKU002","2025-12-18","2025-12-26",2,true
"CONS000987","SKU002","2025-12-04","2025-12-04",1,false
"CONS000988","SKU002","2025-12-16","2025-12-16",1,false
"CONS000989","SKU002","2025-12-04","2025-12-04",1,false
"CONS000990","SKU001","2025-12-13","2025-12-13",1,false
"CONS000991","SKU002","2025-12-10","2025-12-10",1,false
"CONS000992","SKU002","2025-12-19","2025-12-19",1,false
"CONS000993","SKU001","2025-12-17","2026-01-03",2,true
"CONS000994","SKU001","2025-12-03","2025-12-15",3,true
"CONS000995","SKU001","2025-12-09","2025-12-29",2,true
"CONS000996","SKU001","2025-12-13","2025-12-13",1,false
"CONS000997","SKU002","2025-12-04","2025-12-04",1,false
"CONS000998","SKU002","2025-12-13","2025-12-13",1,false
"CONS000999","SKU001","2025-12-01","2025-12-01",1,false
"CONS001000","SKU002","2025-12-06","2025-12-06",1,false
"CONS001001","SKU002","2025-12-03","2025-12-03",1,false
"CONS001002","SKU001","2025-12-06","2025-12-14",2,true
"CONS001003","SKU002","2025-12-06","2025-12-06",1,false
"CONS001004","SKU001","2025-12-20","2026-01-06",3,true
"CONS001005","SKU001","2025-12-13","2026-01-02",4,true
"CONS001006","SKU001","2025-12-10","2025-12-10",1,false
"CONS001007","SKU001","2025-12-05","2025-12-05",1,false
"CONS001008","SKU002","2025-12-04","2025-12-04",1,false
"CONS001009","SKU002","2025-12-20","2026-01-01",2,true
"CONS001010","SKU002","2025-12-20","2025-12-20",1,false
"CONS001011","SKU002","2025-12-06","2025-12-06",1,false
"CONS001012","SKU002","2025-12-17","2025-12-17",1,false
"CONS001013","SKU002","2025-12-07","2025-12-21",2,true
"CONS001014","SKU001","2025-12-14","2025-12-14",1,false
"CONS001015","SKU001","2025-12-14","2025-12-21",4,true
"CONS001016","SKU002","2025-12-18","2025-12-18",1,false
"CONS001017","SKU002","2025-12-05","2025-12-05",1,false
"CONS001018","SKU002","2025-12-18","2025-12-18",1,false
"CONS001019","SKU001","2025-12-04","2025-12-12",3,true
"CONS001020","SKU002","2025-12-16","2025-12-16",1,false
"CONS001021","SKU002","2025-12-12","2025-12-12",1,false
"CONS001022","SKU001","2025-12-09","2025-12-09",1,false
"CONS001023","SKU002","2025-12-03","2025-12-03",1,false
"CONS001024","SKU001","2025-12-03","2025-12-12",2,true
"CONS001025","SKU002","2025-12-21","2025-12-28",2,true
"CONS001026","SKU001","2025-12-10","2025-12-25",2,true
"CONS001027","SKU002","2025-12-09","2025-12-09",1,false
"CONS001028","SKU001","2025-12-06","2025-12-06",1,false
"CONS001029","SKU001","2025-12-09","2025-12-28",4,true
"CONS001030","SKU002","2025-12-03","2025-12-20",2,true
"CONS001031","SKU002","2025-12-16","2025-12-16",1,false
"CONS001032","SKU002","2025-12-13","2025-12-13",1,false
"CONS001033","SKU002","2025-12-07","2025-12-07",1,false
"CONS001034","SKU001","2025-12-16","2026-01-03",3,true
"CONS001035","SKU002","2025-12-12","2025-12-12",1,false
"CONS001036","SKU001","2025-12-14","2025-12-14",1,false
"CONS001037","SKU002","2025-12-16","2025-12-16",1,false
"CONS001038","SKU001","2025-12-07","2025-12-28",2,true
"CONS001039","SKU002","2025-12-17","2026-01-03",2,true
"CONS001040","SKU001","2025-12-20","2025-12-20",1,false
"CONS001041","SKU001","2025-12-02","2025-12-02",1,false
"CONS001042","SKU001","2025-12-20","2025-12-20",1,false
"CONS001043","SKU002","2025-12-21","2026-01-08",2,true
"CONS001044","SKU001","2025-12-15","2025-12-15",1,false
"CONS001045","SKU002","2025-12-18","2025-12-18",1,false
"CONS001046","SKU001","2025-12-05","2025-12-05",1,false
"CONS001047","SKU001","2025-12-19","2025-12-19",1,false
"CONS001048","SKU001","2025-12-02","2025-12-02",1,false
"CONS001049","SKU001","2025-12-21","2025-12-21",1,false
"CONS001050","SKU002","2025-12-05","2025-12-05",1,false
"CONS001051","SKU002","2025-12-18","2026-01-02",2,true
"CONS001052","SKU001","2025-12-20","2026-01-04",2,true
"CONS001053","SKU002","2025-12-03","2025-12-03",1,false
"CONS001054","SKU001","2025-12-06","2025-12-06",1,false
"CONS001055","SKU001","2025-12-12","2025-12-12",1,false
"CONS001056","SKU001","2025-12-14","2025-12-14",1,false
"CONS001057","SKU001","2025-12-12","2025-12-23",3,true
"CONS001058","SKU002","2025-12-13","2025-12-13",1,false
"CONS001059","SKU001","2025-12-08","2025-12-26",2,true
"CONS001060","SKU001","2025-12-11","2025-12-11",1,false
"CONS001061","SKU002","2025-12-10","2025-12-10",1,false
"CONS001062","SKU001","2025-12-15","2025-12-30",2,true
"CONS001063","SKU002","2025-12-20","2026-01-08",2,true
"CONS001064","SKU001","2025-12-10","2025-12-19",4,true
"CONS001065","SKU002","2025-12-20","2025-12-20",1,false
"CONS001066","SKU001","2025-12-06","2025-12-20",4,true
"CONS001067","SKU002","2025-12-08","2025-12-08",1,false
"CONS001068","SKU002","2025-12-16","2025-12-16",1,false
"CONS001069","SKU001","2025-12-08","2025-12-08",1,false
"CONS001070","SKU002","2025-12-21","2025-12-21",1,false
"CONS001071","SKU002","2025-12-02","2025-12-02",1,false
"CONS001072","SKU002","2025-12-07","2025-12-07",1,false
"CONS001073","SKU001","2025-12-15","2025-12-15",1,false
"CONS001074","SKU001","2025-12-01","2025-12-08",3,true
"CONS001075","SKU001","2025-12-08","2025-12-08",1,false
"CONS001076","SKU002","2025-12-08","2025-12-08",1,false
"CONS001077","SKU001","2025-12-15","2026-01-05",3,true
"CONS001078","SKU002","2025-12-11","2025-12-11",1,false
"CONS001079","SKU001","2025-12-15","2025-12-15",1,false
"CONS001080","SKU002","2025-12-05","2025-12-05",1,false
"CONS001081","SKU002","2025-12-18","2025-12-18",1,false
"CONS001082","SKU001","2025-12-04","2025-12-04",1,false
"CONS001083","SKU002","2025-12-05","2025-12-05",1,false
"CONS001084","SKU001","2025-12-14","2025-12-14",1,false
"CONS001085","SKU002","2025-12-04","2025-12-04",1,false
"CONS001086","SKU001","2025-12-03","2025-12-03",1,false
"CONS001087","SKU002","2025-12-05","2025-12-17",2,true
"CONS001088","SKU002","2025-12-11","2025-12-11",1,false
"CONS001089","SKU001","2025-12-02","2025-12-13",4,true
"CONS001090","SKU002","2025-12-03","2025-12-03",1,false
"CONS001091","SKU002","2025-12-05","2025-12-05",1,false
"CONS001092","SKU001","2025-12-09","2025-12-24",2,true
"CONS001093","SKU001","2025-12-11","2025-12-11",1,false
"CONS001094","SKU001","2025-12-06","2025-12-06",1,false
"CONS001095","SKU001","2025-12-13","2025-12-13",1,false
"CONS001096","SKU001","2025-12-11","2025-12-11",1,false
"CONS001097","SKU001","2025-12-07","2025-12-16",2,true
"CONS001098","SKU002","2025-12-14","2025-12-14",1,false
"CONS001099","SKU001","2025-12-16","2025-12-16",1,false
"CONS001100","SKU001","2025-12-16","2025-12-16",1,false
"CONS001101","SKU002","2025-12-21","2025-12-21",1,false
"CONS001102","SKU002","2025-12-20","2025-12-20",1,false
"CONS001103","SKU002","2025-12-02","2025-12-02",1,false
"CONS001104","SKU002","2025-12-09","2025-12-09",1,false
"CONS001105","SKU002","2025-12-01","2025-12-18",2,true
"CONS001106","SKU002","2025-12-03","2025-12-03",1,false
"CONS001107","SKU001","2025-12-11","2026-01-01",4,true
"CONS001108","SKU002","2025-12-01","2025-12-01",1,false
"CONS001109","SKU001","2025-12-09","2025-12-19",3,true
"CONS001110","SKU002","2025-12-17","2025-12-17",1,false
"CONS001111","SKU002","2025-12-11","2025-12-11",1,false
"CONS001112","SKU002","2025-12-03","2025-12-03",1,false
"CONS001113","SKU001","2025-12-09","2025-12-19",3,true
"CONS001114","SKU002","2025-12-03","2025-12-03",1,false
"CONS001115","SKU001","2025-12-14","2025-12-26",2,true
"CONS001116","SKU001","2025-12-07","2025-12-07",1,false
"CONS001117","SKU002","2025-12-02","2025-12-02",1,false
"CONS001118","SKU001","2025-12-06","2025-12-22",2,true
"CONS001119","SKU001","2025-12-07","2025-12-28",3,true
"CONS001120","SKU001","2025-12-10","2025-12-17",3,true
"CONS001121","SKU001","2025-12-07","2025-12-07",1,false
"CONS001122","SKU001","2025-12-13","2025-12-31",3,true
"CONS001123","SKU002","2025-12-10","2025-12-10",1,false
"CONS001124","SKU002","2025-12-17","2025-12-17",1,false
"CONS001125","SKU002","2025-12-06","2025-12-06",1,false
"CONS001126","SKU001","2025-12-20","2026-01-10",4,true
"CONS001127","SKU002","2025-12-09","2025-12-09",1,false
"CONS001128","SKU002","2025-12-09","2025-12-09",1,false
"CONS001129","SKU001","2025-12-13","2025-12-22",3,true
"CONS001130","SKU002","2025-12-06","2025-12-06",1,false
"CONS001131","SKU002","2025-12-20","2025-12-20",1,false
"CONS001132","SKU001","2025-12-04","2025-12-23",3,true
"CONS001133","SKU001","2025-12-08","2025-12-08",1,false
"CONS001134","SKU002","2025-12-04","2025-12-04",1,false
"CONS001135","SKU002","2025-12-10","2025-12-24",2,true
"CONS001136","SKU001","2025-12-20","2025-12-20",1,false
"CONS001137","SKU002","2025-12-01","2025-12-01",1,false
"CONS001138","SKU001","2025-12-18","2025-12-18",1,false
"CONS001139","SKU001","2025-12-14","2025-12-31",4,true
"CONS001140","SKU001","2025-12-17","2025-12-17",1,false
"CONS001141","SKU001","2025-12-18","2025-12-30",4,true
"CONS001142","SKU002","2025-12-02","2025-12-02",1,false
"CONS001143","SKU001","2025-12-10","2025-12-22",3,true
"CONS001144","SKU001","2025-12-02","2025-12-19",2,true
"CONS001145","SKU002","2025-12-02","2025-12-22",2,true
"CONS001146","SKU002","2025-12-05","2025-12-05",1,false
"CONS001147","SKU001","2025-12-18","2025-12-27",3,true
"CONS001148","SKU002","2025-12-02","2025-12-17",2,true
"CONS001149","SKU001","2025-12-17","2025-12-17",1,false
"CONS001150","SKU001","2025-12-21","2025-12-21",1,false
"CONS001151","SKU001","2025-12-15","2025-12-23",3,true
"CONS001152","SKU001","2025-12-17","2025-12-27",3,true
"CONS001153","SKU001","2025-12-13","2025-12-13",1,false
"CONS001154","SKU002","2025-12-21","2025-12-21",1,false
"CONS001155","SKU001","2025-12-02","2025-12-02",1,false
"CONS001156","SKU002","2025-12-07","2025-12-07",1,false
"CONS001157","SKU001","2025-12-14","2026-01-03",4,true
"CONS001158","SKU001","2025-12-05","2025-12-20",4,true
"CONS001159","SKU001","2025-12-08","2025-12-08",1,false
"CONS001160","SKU001","2025-12-17","2025-12-24",3,true
"CONS001161","SKU002","2025-12-21","2025-12-21",1,false
"CONS001162","SKU001","2025-12-07","2025-12-07",1,false
"CONS001163","SKU002","2025-12-16","2025-12-16",1,false
"CONS001164","SKU001","2025-12-09","2025-12-18",4,true
"CONS001165","SKU001","2025-12-08","2025-12-27",4,true
"CONS001166","SKU002","2025-12-21","2025-12-21",1,false
"CONS001167","SKU001","2025-12-12","2025-12-12",1,false
"CONS001168","SKU002","2025-12-07","2025-12-07",1,false
"CONS001169","SKU002","2025-12-19","2025-12-19",1,false
"CONS001170","SKU002","2025-12-18","2025-12-18",1,false
"CONS001171","SKU001","2025-12-16","2025-12-23",3,true
"CONS001172","SKU001","2025-12-13","2025-12-13",1,false
"CONS001173","SKU002","2025-12-04","2025-12-04",1,false
"CONS001174","SKU001","2025-12-06","2025-12-06",1,false
"CONS001175","SKU001","2025-12-03","2025-12-18",3,true
"CONS001176","SKU002","2025-12-15","2025-12-15",1,false
"CONS001177","SKU002","2025-12-03","2025-12-03",1,false
"CONS001178","SKU001","2025-12-15","2025-12-28",4,true
"CONS001179","SKU001","2025-12-18","2025-12-29",2,true
"CONS001180","SKU001","2025-12-10","2025-12-30",4,true
"CONS001181","SKU001","2025-12-03","2025-12-03",1,false
"CONS001182","SKU002","2025-12-18","2025-12-18",1,false
"CONS001183","SKU001","2025-12-15","2025-12-15",1,false
"CONS001184","SKU001","2025-12-04","2025-12-04",1,false
"CONS001185","SKU001","2025-12-20","2025-12-20",1,false
"CONS001186","SKU001","2025-12-18","2026-01-03",3,true
"CONS001187","SKU001","2025-12-17","2025-12-17",1,false
"CONS001188","SKU001","2025-12-12","2025-12-26",3,true
"CONS001189","SKU002","2025-12-09","2025-12-09",1,false
"CONS001190","SKU001","2025-12-05","2025-12-05",1,false
"CONS001191","SKU002","2025-12-12","2025-12-12",1,false
"CONS001192","SKU001","2025-12-19","2026-01-09",2,true
"CONS001193","SKU002","2025-12-14","2025-12-14",1,false
"CONS001194","SKU001","2025-12-21","2026-01-02",4,true
"CONS001195","SKU001","2025-12-18","2025-12-18",1,false
"CONS001196","SKU001","2025-12-11","2025-12-22",4,true
"CONS001197","SKU001","2025-12-12","2025-12-12",1,false
"CONS001198","SKU002","2025-12-02","2025-12-02",1,false
"CONS001199","SKU001","2025-12-16","2025-12-16",1,false
"CONS001200","SKU002","2025-12-03","2025-12-03",1,false
"CONS001201","SKU002","2025-12-06","2025-12-06",1,false
"CONS001202","SKU001","2025-12-21","2025-12-21",1,false
"CONS001203","SKU002","2025-12-15","2025-12-15",1,false
"CONS001204","SKU001","2025-12-04","2025-12-13",3,true
"CONS001205","SKU001","2025-12-09","2025-12-16",2,true
"CONS001206","SKU001","2025-12-09","2025-12-21",2,true
"CONS001207","SKU002","2025-12-04","2025-12-04",1,false
"CONS001208","SKU001","2025-12-17","2025-12-17",1,false
"CONS001209","SKU002","2025-12-21","2025-12-21",1,false
"CONS001210","SKU001","2025-12-11","2025-12-24",4,true
"CONS001211","SKU001","2025-12-16","2025-12-27",2,true
"CONS001212","SKU001","2025-12-20","2025-12-20",1,false
"CONS001213","SKU002","2025-12-04","2025-12-04",1,false
"CONS001214","SKU002","2025-12-07","2025-12-07",1,false
"CONS001215","SKU002","2025-12-14","2026-01-04",2,true
"CONS001216","SKU001","2025-12-16","2025-12-16",1,false
"CONS001217","SKU001","2025-12-07","2025-12-07",1,false
"CONS001218","SKU002","2025-12-15","2025-12-15",1,false
"CONS001219","SKU002","2025-12-09","2025-12-09",1,false
"CONS001220","SKU002","2025-12-18","2025-12-18",1,false
"CONS001221","SKU001","2025-12-01","2025-12-01",1,false
"CONS001222","SKU002","2025-12-03","2025-12-03",1,false
"CONS001223","SKU001","2025-12-03","2025-12-03",1,false
"CONS001224","SKU001","2025-12-03","2025-12-23",3,true
"CONS001225","SKU001","2025-12-06","2025-12-13",4,true
"CONS001226","SKU002","2025-12-19","2025-12-19",1,false
"CONS001227","SKU002","2025-12-19","2025-12-19",1,false
"CONS001228","SKU002","2025-12-07","2025-12-14",2,true
"CONS001229","SKU002","2025-12-01","2025-12-01",1,false
"CONS001230","SKU002","2025-12-19","2025-12-19",1,false
"CONS001231","SKU002","2025-12-17","2025-12-17",1,false
"CONS001232","SKU002","2025-12-20","2025-12-20",1,false
"CONS001233","SKU002","2025-12-03","2025-12-03",1,false
"CONS001234","SKU002","2025-12-15","2025-12-15",1,false
"CONS001235","SKU001","2025-12-14","2025-12-14",1,false
"CONS001236","SKU001","2025-12-17","2025-12-17",1,false
"CONS001237","SKU001","2025-12-15","2025-12-23",2,true
"CONS001238","SKU001","2025-12-09","2025-12-09",1,false
"CONS001239","SKU002","2025-12-08","2025-12-24",2,true
"CONS001240","SKU002","2025-12-16","2025-12-16",1,false
"CONS001241","SKU002","2025-12-05","2025-12-05",1,false
"CONS001242","SKU001","2025-12-15","2025-12-15",1,false
"CONS001243","SKU001","2025-12-06","2025-12-06",1,false
"CONS001244","SKU002","2025-12-14","2025-12-14",1,false
"CONS001245","SKU001","2025-12-18","2025-12-28",3,true
"CONS001246","SKU001","2025-12-02","2025-12-02",1,false
"CONS001247","SKU002","2025-12-08","2025-12-08",1,false
"CONS001248","SKU001","2025-12-05","2025-12-05",1,false
"CONS001249","SKU001","2025-12-20","2026-01-07",4,true
"CONS001250","SKU001","2025-12-11","2025-12-22",3,true
"CONS001251","SKU001","2025-12-19","2025-12-19",1,false
"CONS001252","SKU002","2025-12-08","2025-12-08",1,false
"CONS001253","SKU001","2025-12-05","2025-12-16",3,true
"CONS001254","SKU002","2025-12-17","2025-12-17",1,false
"CONS001255","SKU002","2025-12-08","2025-12-27",2,true
"CONS001256","SKU001","2025-12-04","2025-12-04",1,false
"CONS001257","SKU001","2025-12-14","2025-12-31",3,true
"CONS001258","SKU001","2025-12-01","2025-12-14",4,true
"CONS001259","SKU002","2025-12-08","2025-12-08",1,false
"CONS001260","SKU002","2025-12-10","2025-12-10",1,false
"CONS001261","SKU001","2025-12-06","2025-12-06",1,false
"CONS001262","SKU002","2025-12-12","2025-12-12",1,false
"CONS001263","SKU001","2025-12-06","2025-12-23",2,true
"CONS001264","SKU001","2025-12-15","2025-12-29",4,true
"CONS001265","SKU002","2025-12-06","2025-12-06",1,false
"CONS001266","SKU001","2025-12-15","2026-01-05",3,true
"CONS001267","SKU002","2025-12-09","2025-12-09",1,false
"CONS001268","SKU002","2025-12-19","2025-12-19",1,false
"CONS001269","SKU002","2025-12-15","2025-12-15",1,false
"CONS001270","SKU001","2025-12-21","2026-01-10",4,true
"CONS001271","SKU002","2025-12-04","2025-12-04",1,false
"CONS001272","SKU001","2025-12-05","2025-12-26",4,true
"CONS001273","SKU001","2025-12-16","2025-12-16",1,false
"CONS001274","SKU001","2025-12-05","2025-12-05",1,false
"CONS001275","SKU002","2025-12-14","2025-12-14",1,false
"CONS001276","SKU002","2025-12-09","2025-12-09",1,false
"CONS001277","SKU002","2025-12-07","2025-12-07",1,false
"CONS001278","SKU001","2025-12-03","2025-12-13",2,true
"CONS001279","SKU002","2025-12-18","2025-12-18",1,false
"CONS001280","SKU001","2025-12-06","2025-12-25",4,true
"CONS001281","SKU002","2025-12-16","2025-12-16",1,false
"CONS001282","SKU002","2025-12-13","2025-12-13",1,false
"CONS001283","SKU002","2025-12-17","2025-12-17",1,false
"CONS001284","SKU002","2025-12-17","2025-12-17",1,false
"CONS001285","SKU002","2025-12-16","2025-12-16",1,false
"CONS001286","SKU001","2025-12-02","2025-12-02",1,false
"CONS001287","SKU001","2025-12-04","2025-12-16",4,true
"CONS001288","SKU001","2025-12-06","2025-12-24",3,true
"CONS001289","SKU002","2025-12-17","2025-12-17",1,false
"CONS001290","SKU001","2025-12-21","2026-01-10",3,true
"CONS001291","SKU002","2025-12-15","2025-12-15",1,false
"CONS001292","SKU002","2025-12-16","2025-12-16",1,false
"CONS001293","SKU001","2025-12-04","2025-12-15",4,true
"CONS001294","SKU001","2025-12-04","2025-12-04",1,false
"CONS001295","SKU001","2025-12-03","2025-12-20",2,true
"CONS001296","SKU002","2025-12-16","2025-12-16",1,false
"CONS001297","SKU001","2025-12-06","2025-12-06",1,false
"CONS001298","SKU001","2025-12-19","2025-12-19",1,false
"CONS001299","SKU001","2025-12-15","2025-12-15",1,false
"CONS001300","SKU001","2025-12-19","2026-01-06",2,true
"CONS001301","SKU002","2025-12-16","2025-12-16",1,false
"CONS001302","SKU002","2025-12-15","2025-12-15",1,false
"CONS001303","SKU001","2025-12-06","2025-12-17",4,true
"CONS001304","SKU002","2025-12-02","2025-12-02",1,false
"CONS001305","SKU002","2025-12-06","2025-12-06",1,false
"CONS001306","SKU001","2025-12-17","2025-12-17",1,false
"CONS001307","SKU001","2025-12-07","2025-12-07",1,false
"CONS001308","SKU001","2025-12-20","2025-12-20",1,false
"CONS001309","SKU002","2025-12-20","2026-01-10",2,true
"CONS001310","SKU001","2025-12-10","2025-12-10",1,false
"CONS001311","SKU001","2025-12-20","2025-12-30",4,true
"CONS001312","SKU001","2025-12-14","2025-12-14",1,false
"CONS001313","SKU002","2025-12-09","2025-12-09",1,false
"CONS001314","SKU002","2025-12-17","2026-01-03",2,true
"CONS001315","SKU001","2025-12-09","2025-12-09",1,false
"CONS001316","SKU001","2025-12-03","2025-12-03",1,false
"CONS001317","SKU001","2025-12-15","2025-12-26",4,true
"CONS001318","SKU002","2025-12-08","2025-12-08",1,false
"CONS001319","SKU002","2025-12-02","2025-12-13",2,true
"CONS001320","SKU001","2025-12-12","2025-12-29",4,true
"CONS001321","SKU001","2025-12-16","2025-12-23",3,true
"CONS001322","SKU001","2025-12-03","2025-12-19",3,true
"CONS001323","SKU001","2025-12-04","2025-12-20",3,true
"CONS001324","SKU001","2025-12-16","2025-12-25",3,true
"CONS001325","SKU002","2025-12-11","2025-12-11",1,false
"CONS001326","SKU002","2025-12-06","2025-12-06",1,false
"CONS001327","SKU002","2025-12-10","2025-12-21",2,true
"CONS001328","SKU002","2025-12-11","2025-12-11",1,false
"CONS001329","SKU001","2025-12-02","2025-12-02",1,false
"CONS001330","SKU001","2025-12-19","2025-12-19",1,false
"CONS001331","SKU002","2025-12-10","2025-12-10",1,false
"CONS001332","SKU002","2025-12-20","2025-12-20",1,false
"CONS001333","SKU002","2025-12-04","2025-12-04",1,false
"CONS001334","SKU002","2025-12-17","2025-12-17",1,false
"CONS001335","SKU002","2025-12-02","2025-12-02",1,false
"CONS001336","SKU002","2025-12-08","2025-12-08",1,false
"CONS001337","SKU002","2025-12-19","2025-12-19",1,false
"CONS001338","SKU001","2025-12-10","2025-12-10",1,false
"CONS001339","SKU002","2025-12-11","2025-12-11",1,false
"CONS001340","SKU001","2025-12-06","2025-12-06",1,false
"CONS001341","SKU002","2025-12-21","2026-01-11",2,true
"CONS001342","SKU002","2025-12-07","2025-12-07",1,false
"CONS001343","SKU002","2025-12-18","2025-12-18",1,false
"CONS001344","SKU002","2025-12-10","2025-12-10",1,false
"CONS001345","SKU001","2025-12-06","2025-12-23",4,true
"CONS001346","SKU001","2025-12-15","2025-12-15",1,false
"CONS001347","SKU002","2025-12-01","2025-12-01",1,false
"CONS001348","SKU002","2025-12-13","2025-12-13",1,false
"CONS001349","SKU001","2025-12-09","2025-12-09",1,false
"CONS001350","SKU002","2025-12-11","2025-12-11",1,false
"CONS001351","SKU001","2025-12-16","2025-12-29",2,true
"CONS001352","SKU002","2025-12-04","2025-12-13",2,true
"CONS001353","SKU002","2025-12-15","2025-12-15",1,false
"CONS001354","SKU001","2025-12-12","2025-12-12",1,false
"CONS001355","SKU001","2025-12-07","2025-12-17",3,true
"CONS001356","SKU001","2025-12-16","2025-12-16",1,false
"CONS001357","SKU002","2025-12-20","2026-01-02",2,true
"CONS001358","SKU002","2025-12-02","2025-12-02",1,false
"CONS001359","SKU002","2025-12-01","2025-12-01",1,false
"CONS001360","SKU001","2025-12-13","2025-12-13",1,false
"CONS001361","SKU002","2025-12-12","2025-12-12",1,false
"CONS001362","SKU002","2025-12-07","2025-12-07",1,false
"CONS001363","SKU001","2025-12-03","2025-12-18",4,true
"CONS001364","SKU001","2025-12-05","2025-12-05",1,false
"CONS001365","SKU001","2025-12-19","2025-12-19",1,false
"CONS001366","SKU002","2025-12-14","2025-12-14",1,false
"CONS001367","SKU001","2025-12-02","2025-12-02",1,false
"CONS001368","SKU002","2025-12-21","2025-12-21",1,false
"CONS001369","SKU001","2025-12-13","2025-12-28",4,true
"CONS001370","SKU001","2025-12-09","2025-12-09",1,false
"CONS001371","SKU002","2025-12-08","2025-12-08",1,false
"CONS001372","SKU001","2025-12-15","2025-12-15",1,false
"CONS001373","SKU001","2025-12-04","2025-12-04",1,false
"CONS001374","SKU002","2025-12-15","2025-12-15",1,false
"CONS001375","SKU002","2025-12-07","2025-12-07",1,false
"CONS001376","SKU002","2025-12-07","2025-12-07",1,false
"CONS001377","SKU002","2025-12-08","2025-12-08",1,false
"CONS001378","SKU002","2025-12-09","2025-12-09",1,false
"CONS001379","SKU002","2025-12-21","2025-12-21",1,false
"CONS001380","SKU001","2025-12-06","2025-12-06",1,false
"CONS001381","SKU002","2025-12-05","2025-12-05",1,false
"CONS001382","SKU001","2025-12-11","2025-12-28",3,true
"CONS001383","SKU001","2025-12-16","2025-12-16",1,false
"CONS001384","SKU002","2025-12-03","2025-12-03",1,false
"CONS001385","SKU001","2025-12-09","2025-12-09",1,false
"CONS001386","SKU001","2025-12-11","2025-12-22",4,true
"CONS001387","SKU001","2025-12-09","2025-12-29",3,true
"CONS001388","SKU002","2025-12-07","2025-12-07",1,false
"CONS001389","SKU002","2025-12-07","2025-12-07",1,false
"CONS001390","SKU002","2025-12-09","2025-12-09",1,false
"CONS001391","SKU001","2025-12-13","2026-01-02",2,true
"CONS001392","SKU001","2025-12-18","2025-12-25",4,true
"CONS001393","SKU002","2025-12-10","2025-12-10",1,false
"CONS001394","SKU002","2025-12-06","2025-12-06",1,false
"CONS001395","SKU001","2025-12-08","2025-12-21",3,true
"CONS001396","SKU001","2025-12-07","2025-12-19",4,true
"CONS001397","SKU002","2025-12-06","2025-12-06",1,false
"CONS001398","SKU002","2025-12-04","2025-12-04",1,false
"CONS001399","SKU001","2025-12-04","2025-12-11",2,true
"CONS001400","SKU002","2025-12-09","2025-12-09",1,false
