"STORE_ID","RETAILER","REGION","STATE","CITY","LATITUDE","LONGITUDE","LOCATION"
"STORE00420","Walmart","Midwest","IL","Chicago",41.408,-86.93,"{""coordinates"":[-8.693000000000001e+01,4.140800000000000e+01],""type"":""Point""}"
"STORE00421","Walmart","Midwest","IL","Chicago",42.858,-88.19,"{""coordinates"":[-8.819000000000000e+01,4.285800000000000e+01],""type"":""Point""}"
"STORE00422","Walmart","Midwest","IL","Chicago",41.488,-86.86,"{""coordinates"":[-8.686000000000000e+01,4.148800000000000e+01],""type"":""Point""}"
"STORE00423","Walmart","Midwest","IL","Chicago",42.788,-86.91,"{""coordinates"":[-8.691000000000000e+01,4.278800000000000e+01],""type"":""Point""}"
"STORE00424","Walmart","Midwest","IL","Chicago",42.058,-87.8,"{""coordinates"":[-8.780000000000000e+01,4.205800000000000e+01],""type"":""Point""}"
"STORE00425","Walmart","Midwest","IL","Chicago",41.788,-88.02,"{""coordinates"":[-8.802000000000000e+01,4.178800000000000e+01],""type"":""Point""}"
"STORE00426","Walmart","Midwest","IL","Chicago",41.438,-87.45,"{""coordinates"":[-8.745000000000000e+01,4.143800000000000e+01],""type"":""Point""}"
"STORE00427","Walmart","Midwest","IL","Chicago",42.808,-87.02,"{""coordinates"":[-8.702000000000000e+01,4.280800000000000e+01],""type"":""Point""}"
"STORE00428","Walmart","Midwest","IL","Chicago",41.258,-86.67,"{""coordinates"":[-8.667000000000000e+01,4.125800000000000e+01],""type"":""Point""}"
"STORE00429","Walmart","Midwest","IL","Chicago",41.838,-87.54,"{""coordinates"":[-8.754000000000001e+01,4.183800000000000e+01],""type"":""Point""}"
"STORE00430","Walmart","Midwest","IL","Chicago",41.638,-86.73,"{""coordinates"":[-8.673000000000000e+01,4.163800000000000e+01],""type"":""Point""}"
"STORE00431","Walmart","Midwest","IL","Chicago",42.798,-88.09,"{""coordinates"":[-8.809000000000000e+01,4.279800000000000e+01],""type"":""Point""}"
"STORE00432","Walmart","Midwest","IL","Chicago",42.728,-87.27,"{""coordinates"":[-8.727000000000000e+01,4.272800000000000e+01],""type"":""Point""}"
"STORE00433","Walmart","Midwest","IL","Chicago",41.088,-87.68,"{""coordinates"":[-8.768000000000001e+01,4.108800000000000e+01],""type"":""Point""}"
"STORE00434","Walmart","Midwest","IL","Chicago",41.178,-86.67,"{""coordinates"":[-8.667000000000000e+01,4.117800000000000e+01],""type"":""Point""}"
"STORE00435","Walmart","Midwest","IL","Chicago",41.478,-87.73,"{""coordinates"":[-8.773000000000000e+01,4.147800000000000e+01],""type"":""Point""}"
"STORE00436","Walmart","Midwest","IL","Chicago",42.848,-87.06,"{""coordinates"":[-8.706000000000000e+01,4.284800000000000e+01],""type"":""Point""}"
"STORE00437","Walmart","Midwest","IL","Chicago",42.528,-87.54,"{""coordinates"":[-8.754000000000001e+01,4.252800000000000e+01],""type"":""Point""}"
"STORE00438","Walmart","Midwest","IL","Chicago",41.058,-86.86,"{""coordinates"":[-8.686000000000000e+01,4.105800000000000e+01],""type"":""Point""}"
"STORE00439","Walmart","Midwest","IL","Chicago",41.098,-88.12,"{""coordinates"":[-8.812000000000000e+01,4.109800000000000e+01],""type"":""Point""}"
"STORE00440","Walmart","Midwest","IL","Chicago",41.848,-88.23,"{""coordinates"":[-8.823000000000000e+01,4.184800000000000e+01],""type"":""Point""}"
"STORE00441","Walmart","Midwest","IL","Chicago",42.628,-87.39,"{""coordinates"":[-8.739000000000000e+01,4.262800000000000e+01],""type"":""Point""}"
"STORE00442","Walmart","Midwest","IL","Chicago",42.608,-87.18,"{""coordinates"":[-8.718000000000001e+01,4.260800000000000e+01],""type"":""Point""}"
"STORE00443","Walmart","Midwest","IL","Chicago",41.168,-88.37,"{""coordinates"":[-8.837000000000000e+01,4.116800000000000e+01],""type"":""Point""}"
"STORE00444","Walmart","Midwest","IL","Chicago",41.458,-86.63,"{""coordinates"":[-8.663000000000000e+01,4.145800000000000e+01],""type"":""Point""}"
"STORE00445","Walmart","Midwest","IL","Chicago",42.728,-87.91,"{""coordinates"":[-8.791000000000000e+01,4.272800000000000e+01],""type"":""Point""}"
"STORE00446","Walmart","Midwest","IL","Chicago",41.638,-88.56,"{""coordinates"":[-8.856000000000000e+01,4.163800000000000e+01],""type"":""Point""}"
"STORE00447","Walmart","Midwest","IL","Chicago",41.788,-88.15,"{""coordinates"":[-8.815000000000001e+01,4.178800000000000e+01],""type"":""Point""}"
"STORE00448","Walmart","Midwest","IL","Chicago",41.558,-87.09,"{""coordinates"":[-8.709000000000000e+01,4.155800000000000e+01],""type"":""Point""}"
"STORE00449","Walmart","Midwest","IL","Chicago",41.488,-88.27,"{""coordinates"":[-8.827000000000000e+01,4.148800000000000e+01],""type"":""Point""}"
"STORE00450","Walmart","Midwest","IL","Chicago",41.198,-87.93,"{""coordinates"":[-8.793000000000001e+01,4.119800000000000e+01],""type"":""Point""}"
"STORE00451","Walmart","Midwest","IL","Chicago",41.608,-87.23,"{""coordinates"":[-8.723000000000000e+01,4.160800000000000e+01],""type"":""Point""}"
"STORE00452","Walmart","Midwest","IL","Chicago",41.358,-87.25,"{""coordinates"":[-8.725000000000000e+01,4.135800000000000e+01],""type"":""Point""}"
"STORE00453","Walmart","Midwest","IL","Chicago",42.128,-87.11,"{""coordinates"":[-8.711000000000000e+01,4.212800000000000e+01],""type"":""Point""}"
"STORE00454","Walmart","Midwest","IL","Chicago",42.358,-87.92,"{""coordinates"":[-8.792000000000000e+01,4.235800000000000e+01],""type"":""Point""}"
"STORE00455","Walmart","Midwest","IL","Chicago",42.578,-87.13,"{""coordinates"":[-8.713000000000000e+01,4.257800000000000e+01],""type"":""Point""}"
"STORE00456","Walmart","Midwest","IL","Chicago",42.478,-88.06,"{""coordinates"":[-8.806000000000000e+01,4.247800000000000e+01],""type"":""Point""}"
"STORE00457","Walmart","Midwest","IL","Chicago",41.828,-87.88,"{""coordinates"":[-8.788000000000000e+01,4.182800000000000e+01],""type"":""Point""}"
"STORE00458","Walmart","Midwest","IL","Chicago",41.678,-87.11,"{""coordinates"":[-8.711000000000000e+01,4.167800000000000e+01],""type"":""Point""}"
"STORE00459","Walmart","Midwest","IL","Chicago",41.168,-86.67,"{""coordinates"":[-8.667000000000000e+01,4.116800000000000e+01],""type"":""Point""}"
"STORE00460","Walmart","Midwest","IL","Chicago",42.048,-86.93,"{""coordinates"":[-8.693000000000001e+01,4.204800000000000e+01],""type"":""Point""}"
"STORE00461","Walmart","Midwest","IL","Chicago",42.398,-88.27,"{""coordinates"":[-8.827000000000000e+01,4.239800000000000e+01],""type"":""Point""}"
"STORE00462","Walmart","Midwest","IL","Chicago",41.698,-88.49,"{""coordinates"":[-8.848999999999999e+01,4.169800000000000e+01],""type"":""Point""}"
"STORE00463","Walmart","Midwest","IL","Chicago",41.128,-87.1,"{""coordinates"":[-8.709999999999999e+01,4.112800000000000e+01],""type"":""Point""}"
"STORE00464","Walmart","Midwest","IL","Chicago",41.548,-87.26,"{""coordinates"":[-8.726000000000001e+01,4.154800000000000e+01],""type"":""Point""}"
"STORE00465","Walmart","Midwest","IL","Chicago",42.498,-86.74,"{""coordinates"":[-8.673999999999999e+01,4.249800000000000e+01],""type"":""Point""}"
"STORE00466","Walmart","Midwest","IL","Chicago",42.688,-87.95,"{""coordinates"":[-8.795000000000000e+01,4.268800000000000e+01],""type"":""Point""}"
"STORE00467","Walmart","Midwest","IL","Chicago",41.518,-87.88,"{""coordinates"":[-8.788000000000000e+01,4.151800000000000e+01],""type"":""Point""}"
"STORE00468","Walmart","Midwest","IL","Chicago",41.318,-88.28,"{""coordinates"":[-8.828000000000000e+01,4.131800000000000e+01],""type"":""Point""}"
"STORE00469","Walmart","Midwest","IL","Chicago",41.298,-87.64,"{""coordinates"":[-8.764000000000000e+01,4.129800000000000e+01],""type"":""Point""}"
"STORE00470","Walmart","Midwest","IL","Chicago",41.758,-87.15,"{""coordinates"":[-8.715000000000001e+01,4.175800000000000e+01],""type"":""Point""}"
"STORE00471","Walmart","Midwest","IL","Chicago",41.288,-87.82,"{""coordinates"":[-8.781999999999999e+01,4.128800000000000e+01],""type"":""Point""}"
"STORE00472","Walmart","Midwest","IL","Chicago",41.888,-88.01,"{""coordinates"":[-8.801000000000001e+01,4.188800000000000e+01],""type"":""Point""}"
"STORE00473","Walmart","Midwest","IL","Chicago",40.998,-88.43,"{""coordinates"":[-8.843000000000001e+01,4.099800000000000e+01],""type"":""Point""}"
"STORE00474","Walmart","Midwest","IL","Chicago",41.838,-87.97,"{""coordinates"":[-8.797000000000000e+01,4.183800000000000e+01],""type"":""Point""}"
"STORE00475","Walmart","Midwest","IL","Chicago",42.168,-87.21,"{""coordinates"":[-8.720999999999999e+01,4.216800000000000e+01],""type"":""Point""}"
"STORE00476","Walmart","Midwest","IL","Chicago",41.098,-87.14,"{""coordinates"":[-8.714000000000000e+01,4.109800000000000e+01],""type"":""Point""}"
"STORE00477","Walmart","Midwest","IL","Chicago",42.568,-86.95,"{""coordinates"":[-8.695000000000000e+01,4.256800000000000e+01],""type"":""Point""}"
"STORE00478","Walmart","Midwest","IL","Chicago",42.268,-88.32,"{""coordinates"":[-8.831999999999999e+01,4.226800000000000e+01],""type"":""Point""}"
"STORE00479","Walmart","Midwest","IL","Chicago",42.698,-87.15,"{""coordinates"":[-8.715000000000001e+01,4.269800000000000e+01],""type"":""Point""}"
"STORE00480","Walmart","Midwest","IL","Chicago",40.908,-88.28,"{""coordinates"":[-8.828000000000000e+01,4.090800000000000e+01],""type"":""Point""}"
"STORE00481","Walmart","Midwest","IL","Chicago",40.998,-87.19,"{""coordinates"":[-8.719000000000000e+01,4.099800000000000e+01],""type"":""Point""}"
"STORE00482","Walmart","Midwest","IL","Chicago",41.408,-87.54,"{""coordinates"":[-8.754000000000001e+01,4.140800000000000e+01],""type"":""Point""}"
"STORE00483","Walmart","Midwest","IL","Chicago",41.258,-87.49,"{""coordinates"":[-8.748999999999999e+01,4.125800000000000e+01],""type"":""Point""}"
"STORE00484","Walmart","Midwest","IL","Chicago",40.918,-88.61,"{""coordinates"":[-8.861000000000000e+01,4.091800000000000e+01],""type"":""Point""}"
"STORE00485","Walmart","Midwest","IL","Chicago",42.318,-86.76,"{""coordinates"":[-8.676000000000001e+01,4.231800000000000e+01],""type"":""Point""}"
"STORE00486","Walmart","Midwest","IL","Chicago",42.348,-87.18,"{""coordinates"":[-8.718000000000001e+01,4.234800000000000e+01],""type"":""Point""}"
"STORE00487","Walmart","Midwest","IL","Chicago",41.748,-87.38,"{""coordinates"":[-8.738000000000000e+01,4.174800000000000e+01],""type"":""Point""}"
"STORE00488","Walmart","Midwest","IL","Chicago",41.638,-88.58,"{""coordinates"":[-8.858000000000000e+01,4.163800000000000e+01],""type"":""Point""}"
"STORE00489","Walmart","Midwest","IL","Chicago",41.708,-88.51,"{""coordinates"":[-8.851000000000001e+01,4.170800000000000e+01],""type"":""Point""}"
"STORE00490","Walmart","Midwest","IL","Chicago",41.598,-87.12,"{""coordinates"":[-8.712000000000000e+01,4.159800000000000e+01],""type"":""Point""}"
"STORE00491","Walmart","Midwest","IL","Chicago",42.318,-88.43,"{""coordinates"":[-8.843000000000001e+01,4.231800000000000e+01],""type"":""Point""}"
"STORE00492","Walmart","Midwest","IL","Chicago",42.738,-88.29,"{""coordinates"":[-8.829000000000001e+01,4.273800000000000e+01],""type"":""Point""}"
"STORE00493","Walmart","Midwest","IL","Chicago",42.478,-88.5,"{""coordinates"":[-8.850000000000000e+01,4.247800000000000e+01],""type"":""Point""}"
"STORE00494","Walmart","Midwest","IL","Chicago",41.088,-88.57,"{""coordinates"":[-8.856999999999999e+01,4.108800000000000e+01],""type"":""Point""}"
"STORE00495","Walmart","Midwest","IL","Chicago",42.218,-88.27,"{""coordinates"":[-8.827000000000000e+01,4.221800000000000e+01],""type"":""Point""}"
"STORE00496","Walmart","Midwest","IL","Chicago",42.528,-88.57,"{""coordinates"":[-8.856999999999999e+01,4.252800000000000e+01],""type"":""Point""}"
"STORE00497","Walmart","Midwest","IL","Chicago",41.568,-87.07,"{""coordinates"":[-8.706999999999999e+01,4.156800000000000e+01],""type"":""Point""}"
"STORE00498","Walmart","Midwest","IL","Chicago",42.298,-87.2,"{""coordinates"":[-8.720000000000000e+01,4.229800000000000e+01],""type"":""Point""}"
"STORE00499","Walmart","Midwest","IL","Chicago",41.878,-88.49,"{""coordinates"":[-8.848999999999999e+01,4.187800000000000e+01],""type"":""Point""}"
"STORE00500","Walmart","Midwest","IL","Chicago",41.218,-88.05,"{""coordinates"":[-8.805000000000000e+01,4.121800000000000e+01],""type"":""Point""}"
"STORE00501","Walmart","Midwest","IL","Chicago",41.428,-86.89,"{""coordinates"":[-8.689000000000000e+01,4.142800000000000e+01],""type"":""Point""}"
"STORE00502","Walmart","Midwest","IL","Chicago",41.598,-88.5,"{""coordinates"":[-8.850000000000000e+01,4.159800000000000e+01],""type"":""Point""}"
"STORE00503","Walmart","Midwest","IL","Chicago",42.338,-87.15,"{""coordinates"":[-8.715000000000001e+01,4.233800000000000e+01],""type"":""Point""}"
"STORE00504","Walmart","Midwest","IL","Chicago",42.778,-88.19,"{""coordinates"":[-8.819000000000000e+01,4.277800000000000e+01],""type"":""Point""}"
"STORE00505","Walmart","Midwest","IL","Chicago",41.768,-88.11,"{""coordinates"":[-8.811000000000000e+01,4.176800000000000e+01],""type"":""Point""}"
"STORE00506","Walmart","Midwest","IL","Chicago",42.538,-87.91,"{""coordinates"":[-8.791000000000000e+01,4.253800000000000e+01],""type"":""Point""}"
"STORE00507","Walmart","Midwest","IL","Chicago",42.168,-87.58,"{""coordinates"":[-8.758000000000000e+01,4.216800000000000e+01],""type"":""Point""}"
"STORE00508","Walmart","Midwest","IL","Chicago",42.638,-88.38,"{""coordinates"":[-8.838000000000000e+01,4.263800000000000e+01],""type"":""Point""}"
"STORE00509","Walmart","Midwest","IL","Chicago",42.088,-87.74,"{""coordinates"":[-8.773999999999999e+01,4.208800000000000e+01],""type"":""Point""}"
"STORE00510","Walmart","Midwest","IL","Chicago",42.008,-86.94,"{""coordinates"":[-8.694000000000000e+01,4.200800000000000e+01],""type"":""Point""}"
"STORE00511","Walmart","Midwest","IL","Chicago",41.248,-88.47,"{""coordinates"":[-8.847000000000000e+01,4.124800000000000e+01],""type"":""Point""}"
"STORE00512","Walmart","Midwest","IL","Chicago",41.298,-87.58,"{""coordinates"":[-8.758000000000000e+01,4.129800000000000e+01],""type"":""Point""}"
"STORE00513","Walmart","Midwest","IL","Chicago",42.858,-88.1,"{""coordinates"":[-8.809999999999999e+01,4.285800000000000e+01],""type"":""Point""}"
"STORE00514","Walmart","Midwest","IL","Chicago",41.568,-88.11,"{""coordinates"":[-8.811000000000000e+01,4.156800000000000e+01],""type"":""Point""}"
"STORE00515","Walmart","Midwest","IL","Chicago",41.768,-87.72,"{""coordinates"":[-8.772000000000000e+01,4.176800000000000e+01],""type"":""Point""}"
"STORE00516","Walmart","Midwest","IL","Chicago",41.178,-87.58,"{""coordinates"":[-8.758000000000000e+01,4.117800000000000e+01],""type"":""Point""}"
"STORE00517","Walmart","Midwest","IL","Chicago",42.348,-87.89,"{""coordinates"":[-8.789000000000000e+01,4.234800000000000e+01],""type"":""Point""}"
"STORE00518","Walmart","Midwest","IL","Chicago",42.808,-87.84,"{""coordinates"":[-8.784000000000000e+01,4.280800000000000e+01],""type"":""Point""}"
"STORE00519","Walmart","Midwest","IL","Chicago",42.768,-87.43,"{""coordinates"":[-8.743000000000001e+01,4.276800000000000e+01],""type"":""Point""}"
"STORE00520","Walmart","Midwest","IL","Chicago",41.918,-86.83,"{""coordinates"":[-8.683000000000000e+01,4.191800000000000e+01],""type"":""Point""}"
"STORE00521","Walmart","Midwest","IL","Chicago",41.388,-86.76,"{""coordinates"":[-8.676000000000001e+01,4.138800000000000e+01],""type"":""Point""}"
"STORE00522","Walmart","Midwest","IL","Chicago",42.628,-87.1,"{""coordinates"":[-8.709999999999999e+01,4.262800000000000e+01],""type"":""Point""}"
"STORE00523","Walmart","Midwest","IL","Chicago",41.408,-88.39,"{""coordinates"":[-8.839000000000000e+01,4.140800000000000e+01],""type"":""Point""}"
"STORE00524","Walmart","Midwest","IL","Chicago",42.768,-88.13,"{""coordinates"":[-8.813000000000000e+01,4.276800000000000e+01],""type"":""Point""}"
"STORE00525","Walmart","Midwest","IL","Chicago",42.778,-86.74,"{""coordinates"":[-8.673999999999999e+01,4.277800000000000e+01],""type"":""Point""}"
"STORE00526","Walmart","Midwest","IL","Chicago",42.628,-87.53,"{""coordinates"":[-8.753000000000000e+01,4.262800000000000e+01],""type"":""Point""}"
"STORE00527","Walmart","Midwest","IL","Chicago",40.888,-87.27,"{""coordinates"":[-8.727000000000000e+01,4.088800000000000e+01],""type"":""Point""}"
"STORE00528","Walmart","Midwest","IL","Chicago",42.328,-88.2,"{""coordinates"":[-8.820000000000000e+01,4.232800000000000e+01],""type"":""Point""}"
"STORE00529","Walmart","Midwest","IL","Chicago",42.858,-88.6,"{""coordinates"":[-8.859999999999999e+01,4.285800000000000e+01],""type"":""Point""}"
"STORE00530","Walmart","Midwest","IL","Chicago",41.448,-87.71,"{""coordinates"":[-8.770999999999999e+01,4.144800000000000e+01],""type"":""Point""}"
"STORE00531","CVS","Northeast","MA","Boston",43.26,-71.349,"{""coordinates"":[-7.134900000000000e+01,4.326000000000000e+01],""type"":""Point""}"
"STORE00532","CVS","Northeast","MA","Boston",42.46,-70.929,"{""coordinates"":[-7.092900000000000e+01,4.246000000000000e+01],""type"":""Point""}"
"STORE00533","CVS","Northeast","MA","Boston",42.07,-71.129,"{""coordinates"":[-7.112900000000000e+01,4.207000000000000e+01],""type"":""Point""}"
"STORE00534","CVS","Northeast","MA","Boston",43.31,-71.389,"{""coordinates"":[-7.138900000000000e+01,4.331000000000000e+01],""type"":""Point""}"
"STORE00535","CVS","Northeast","MA","Boston",41.83,-71.159,"{""coordinates"":[-7.115900000000001e+01,4.183000000000000e+01],""type"":""Point""}"
"STORE00536","CVS","Northeast","MA","Boston",42.88,-71.699,"{""coordinates"":[-7.169900000000000e+01,4.288000000000000e+01],""type"":""Point""}"
"STORE00537","CVS","Northeast","MA","Boston",42.5,-71.159,"{""coordinates"":[-7.115900000000001e+01,4.250000000000000e+01],""type"":""Point""}"
"STORE00538","CVS","Northeast","MA","Boston",43.1,-70.949,"{""coordinates"":[-7.094900000000000e+01,4.310000000000000e+01],""type"":""Point""}"
"STORE00539","CVS","Northeast","MA","Boston",41.67,-72.049,"{""coordinates"":[-7.204900000000001e+01,4.167000000000000e+01],""type"":""Point""}"
"STORE00540","CVS","Northeast","MA","Boston",41.88,-71.699,"{""coordinates"":[-7.169900000000000e+01,4.188000000000000e+01],""type"":""Point""}"
"STORE00541","CVS","Northeast","MA","Boston",43.33,-70.349,"{""coordinates"":[-7.034900000000000e+01,4.333000000000000e+01],""type"":""Point""}"
"STORE00542","CVS","Northeast","MA","Boston",42.94,-70.359,"{""coordinates"":[-7.035899999999999e+01,4.294000000000000e+01],""type"":""Point""}"
"STORE00543","CVS","Northeast","MA","Boston",43.07,-71.749,"{""coordinates"":[-7.174900000000000e+01,4.307000000000000e+01],""type"":""Point""}"
"STORE00544","CVS","Northeast","MA","Boston",42.4,-70.479,"{""coordinates"":[-7.047900000000000e+01,4.240000000000000e+01],""type"":""Point""}"
"STORE00545","CVS","Northeast","MA","Boston",42.55,-70.259,"{""coordinates"":[-7.025900000000000e+01,4.255000000000000e+01],""type"":""Point""}"
"STORE00546","CVS","Northeast","MA","Boston",43.09,-70.879,"{""coordinates"":[-7.087900000000000e+01,4.309000000000000e+01],""type"":""Point""}"
"STORE00547","CVS","Northeast","MA","Boston",41.73,-70.309,"{""coordinates"":[-7.030900000000000e+01,4.173000000000000e+01],""type"":""Point""}"
"STORE00548","CVS","Northeast","MA","Boston",43.06,-71.619,"{""coordinates"":[-7.161900000000000e+01,4.306000000000000e+01],""type"":""Point""}"
"STORE00549","CVS","Northeast","MA","Boston",41.4,-71.779,"{""coordinates"":[-7.177900000000000e+01,4.140000000000000e+01],""type"":""Point""}"
"STORE00550","CVS","Northeast","MA","Boston",41.7,-71.419,"{""coordinates"":[-7.141900000000000e+01,4.170000000000000e+01],""type"":""Point""}"
"STORE00551","CVS","Northeast","MA","Boston",41.42,-72.059,"{""coordinates"":[-7.205900000000000e+01,4.142000000000000e+01],""type"":""Point""}"
"STORE00552","CVS","Northeast","MA","Boston",41.44,-70.349,"{""coordinates"":[-7.034900000000000e+01,4.144000000000000e+01],""type"":""Point""}"
"STORE00553","CVS","Northeast","MA","Boston",42.94,-70.249,"{""coordinates"":[-7.024900000000000e+01,4.294000000000000e+01],""type"":""Point""}"
"STORE00554","CVS","Northeast","MA","Boston",43.32,-71.619,"{""coordinates"":[-7.161900000000000e+01,4.332000000000000e+01],""type"":""Point""}"
"STORE00555","CVS","Northeast","MA","Boston",41.46,-71.079,"{""coordinates"":[-7.107899999999999e+01,4.146000000000000e+01],""type"":""Point""}"
"STORE00556","Kroger","Northeast","PA","Philadelphia",39.933,-75.094,"{""coordinates"":[-7.509399999999999e+01,3.993300000000000e+01],""type"":""Point""}"
"STORE00557","Kroger","Northeast","PA","Philadelphia",39.953,-75.484,"{""coordinates"":[-7.548399999999999e+01,3.995300000000000e+01],""type"":""Point""}"
"STORE00558","Kroger","Northeast","PA","Philadelphia",39.643,-74.504,"{""coordinates"":[-7.450400000000000e+01,3.964300000000000e+01],""type"":""Point""}"
"STORE00559","Kroger","Northeast","PA","Philadelphia",39.063,-74.534,"{""coordinates"":[-7.453400000000001e+01,3.906300000000000e+01],""type"":""Point""}"
"STORE00560","Kroger","Northeast","PA","Philadelphia",39.783,-75.384,"{""coordinates"":[-7.538400000000000e+01,3.978300000000000e+01],""type"":""Point""}"
"STORE00561","Kroger","Northeast","PA","Philadelphia",40.503,-75.134,"{""coordinates"":[-7.513400000000000e+01,4.050300000000000e+01],""type"":""Point""}"
"STORE00562","Kroger","Northeast","PA","Philadelphia",40.813,-75.534,"{""coordinates"":[-7.553400000000001e+01,4.081300000000000e+01],""type"":""Point""}"
"STORE00563","Kroger","Northeast","PA","Philadelphia",40.873,-76.134,"{""coordinates"":[-7.613400000000000e+01,4.087300000000000e+01],""type"":""Point""}"
"STORE00564","Kroger","Northeast","PA","Philadelphia",40.843,-75.454,"{""coordinates"":[-7.545399999999999e+01,4.084300000000000e+01],""type"":""Point""}"
"STORE00565","Kroger","Northeast","PA","Philadelphia",40.883,-75.664,"{""coordinates"":[-7.566400000000000e+01,4.088300000000000e+01],""type"":""Point""}"
"STORE00566","Kroger","Northeast","PA","Philadelphia",39.793,-75.444,"{""coordinates"":[-7.544400000000000e+01,3.979300000000000e+01],""type"":""Point""}"
"STORE00567","Kroger","Northeast","PA","Philadelphia",40.273,-75.414,"{""coordinates"":[-7.541400000000000e+01,4.027300000000000e+01],""type"":""Point""}"
"STORE00568","Kroger","Northeast","PA","Philadelphia",39.823,-75.674,"{""coordinates"":[-7.567400000000001e+01,3.982300000000000e+01],""type"":""Point""}"
"STORE00569","Kroger","Northeast","PA","Philadelphia",40.843,-75.244,"{""coordinates"":[-7.524400000000000e+01,4.084300000000000e+01],""type"":""Point""}"
"STORE00570","Kroger","Northeast","PA","Philadelphia",40.223,-74.794,"{""coordinates"":[-7.479400000000000e+01,4.022300000000000e+01],""type"":""Point""}"
"STORE00571","Kroger","Northeast","PA","Philadelphia",39.783,-75.844,"{""coordinates"":[-7.584399999999999e+01,3.978300000000000e+01],""type"":""Point""}"
"STORE00572","Kroger","Northeast","PA","Philadelphia",39.383,-75.554,"{""coordinates"":[-7.555400000000000e+01,3.938300000000000e+01],""type"":""Point""}"
"STORE00573","Kroger","Northeast","PA","Philadelphia",40.423,-75.894,"{""coordinates"":[-7.589400000000001e+01,4.042300000000000e+01],""type"":""Point""}"
"STORE00574","Kroger","Northeast","PA","Philadelphia",40.873,-75.334,"{""coordinates"":[-7.533400000000000e+01,4.087300000000000e+01],""type"":""Point""}"
"STORE00575","Kroger","Northeast","PA","Philadelphia",39.773,-75.484,"{""coordinates"":[-7.548399999999999e+01,3.977300000000000e+01],""type"":""Point""}"
"STORE00576","Kroger","Northeast","PA","Philadelphia",40.273,-74.344,"{""coordinates"":[-7.434399999999999e+01,4.027300000000000e+01],""type"":""Point""}"
"STORE00577","Kroger","Northeast","PA","Philadelphia",39.363,-75.454,"{""coordinates"":[-7.545399999999999e+01,3.936300000000000e+01],""type"":""Point""}"
"STORE00578","Kroger","Northeast","PA","Philadelphia",40.693,-74.384,"{""coordinates"":[-7.438400000000000e+01,4.069300000000000e+01],""type"":""Point""}"
"STORE00579","Kroger","Northeast","PA","Philadelphia",40.763,-75.014,"{""coordinates"":[-7.501400000000000e+01,4.076300000000000e+01],""type"":""Point""}"
"STORE00580","Kroger","Northeast","PA","Philadelphia",39.813,-74.234,"{""coordinates"":[-7.423399999999999e+01,3.981300000000000e+01],""type"":""Point""}"
"STORE00581","Kroger","Northeast","PA","Philadelphia",40.823,-74.494,"{""coordinates"":[-7.449400000000000e+01,4.082300000000000e+01],""type"":""Point""}"
"STORE00582","Kroger","Northeast","PA","Philadelphia",39.163,-74.454,"{""coordinates"":[-7.445399999999999e+01,3.916300000000000e+01],""type"":""Point""}"
"STORE00583","Kroger","Northeast","PA","Philadelphia",39.733,-75.934,"{""coordinates"":[-7.593400000000000e+01,3.973300000000000e+01],""type"":""Point""}"
"STORE00584","Kroger","Northeast","PA","Philadelphia",40.513,-74.734,"{""coordinates"":[-7.473399999999999e+01,4.051300000000000e+01],""type"":""Point""}"
"STORE00585","Kroger","Northeast","PA","Philadelphia",39.863,-75.574,"{""coordinates"":[-7.557400000000000e+01,3.986300000000000e+01],""type"":""Point""}"
"STORE00586","Kroger","Northeast","PA","Philadelphia",40.353,-74.674,"{""coordinates"":[-7.467400000000001e+01,4.035300000000000e+01],""type"":""Point""}"
"STORE00587","Kroger","Northeast","PA","Philadelphia",40.713,-74.224,"{""coordinates"":[-7.422400000000000e+01,4.071300000000000e+01],""type"":""Point""}"
"STORE00588","Kroger","Northeast","PA","Philadelphia",39.873,-75.814,"{""coordinates"":[-7.581399999999999e+01,3.987300000000000e+01],""type"":""Point""}"
"STORE00589","Kroger","Northeast","PA","Philadelphia",40.693,-74.814,"{""coordinates"":[-7.481399999999999e+01,4.069300000000000e+01],""type"":""Point""}"
"STORE00590","Kroger","Northeast","PA","Philadelphia",39.583,-75.484,"{""coordinates"":[-7.548399999999999e+01,3.958300000000000e+01],""type"":""Point""}"
"STORE00591","Kroger","Northeast","PA","Philadelphia",39.853,-74.994,"{""coordinates"":[-7.499400000000000e+01,3.985300000000000e+01],""type"":""Point""}"
"STORE00592","Kroger","Northeast","PA","Philadelphia",39.593,-75.484,"{""coordinates"":[-7.548399999999999e+01,3.959300000000000e+01],""type"":""Point""}"
"STORE00593","Kroger","Northeast","PA","Philadelphia",40.803,-75.654,"{""coordinates"":[-7.565400000000000e+01,4.080300000000000e+01],""type"":""Point""}"
"STORE00594","Kroger","Northeast","PA","Philadelphia",40.213,-74.654,"{""coordinates"":[-7.465400000000000e+01,4.021300000000000e+01],""type"":""Point""}"
"STORE00595","Kroger","Northeast","PA","Philadelphia",39.143,-75.704,"{""coordinates"":[-7.570399999999999e+01,3.914300000000000e+01],""type"":""Point""}"
"STORE00596","Kroger","Northeast","PA","Philadelphia",39.173,-76.064,"{""coordinates"":[-7.606399999999999e+01,3.917300000000000e+01],""type"":""Point""}"
"STORE00597","Kroger","Northeast","PA","Philadelphia",40.153,-75.824,"{""coordinates"":[-7.582400000000000e+01,4.015300000000000e+01],""type"":""Point""}"
